Protocolo,Inicio,LatenciaMs,Sucesso,MotivoFalha,Is0RTT
QUIC,1.05432,54.8479,1,,0
QUIC,1.05442,55.0682,1,,0
QUIC,1.05452,55.4086,1,,0
QUIC,1.05462,55.6487,1,,0
QUIC,1.05472,55.8888,1,,0
QUIC,1.05492,56.4495,1,,0
QUIC,1.05502,56.6698,1,,0
QUIC,1.05512,57.0102,1,,0
QUIC,1.05522,57.3505,1,,0
QUIC,1.05532,57.6908,1,,0
QUIC,1.05542,58.0311,1,,0
QUIC,1.05562,58.5112,1,,0
QUIC,1.05582,59.072,1,,0
QUIC,1.05592,59.1921,1,,0
QUIC,1.05602,59.4322,1,,0
QUIC,1.05622,59.9929,1,,0
QUIC,1.05632,60.2132,1,,0
QUIC,1.05642,60.5535,1,,0
QUIC,1.05652,60.8938,1,,0
QUIC,1.05662,61.2342,1,,0
QUIC,1.05682,61.9148,1,,0
QUIC,1.05692,62.2551,1,,0
QUIC,1.05702,62.5954,1,,0
QUIC,1.05712,62.9358,1,,0
QUIC,1.05722,63.2761,1,,0
QUIC,1.05732,63.6164,1,,0
QUIC,1.05742,63.9567,1,,0
QUIC,1.05752,64.297,1,,0
QUIC,1.05762,64.6374,1,,0
QUIC,1.05772,64.9777,1,,0
QUIC,1.05782,65.318,1,,0
QUIC,1.05792,65.6583,1,,0
QUIC,1.05552,68.2714,1,,0
QUIC,1.05802,65.9986,1,,0
QUIC,1.05812,66.339,1,,0
QUIC,1.05822,66.6793,1,,0
QUIC,1.05832,67.0196,1,,0
QUIC,1.05842,67.3599,1,,0
QUIC,1.05852,67.7002,1,,0
QUIC,1.05862,67.9403,1,,0
QUIC,1.05872,68.0802,1,,0
QUIC,1.05672,71.5747,1,,0
